Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,1,1000.0,10.0,27.688474008613532,2.429954883403654,1.558831255589794,25.452968442468354,29.331611544082755,0.005,0.13844237004306764,0.007794156277948973,0.12726484221234177,0.14665805772041376,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
10,1,1000.0,10.0,25.512850601452193,0.13298290672167445,0.3646682145754884,25.035270048491107,26.26377292407775,0.01,0.25512850601452197,0.0036466821457548813,0.2503527004849111,0.2626377292407775,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
15,1,1000.0,10.0,24.9729689852915,0.22596265847650582,0.47535529709524205,24.56266339061489,26.11365125227622,0.015,0.37459453477937255,0.007130329456428611,0.3684399508592233,0.3917047687841433,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
20,1,1000.0,10.0,23.806917088399643,0.2228714610729596,0.4720926403503444,23.091664732888468,24.61256557329027,0.02,0.47613834176799286,0.009441852807006892,0.46183329465776934,0.49225131146580536,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
25,1,1000.0,10.0,21.36491003980344,0.0494548228920266,0.2223844034369915,20.945007357522314,21.61695840269941,0.025,0.5341227509950861,0.0055596100859247105,0.5236251839380579,0.5404239600674853,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
30,1,1000.0,10.0,18.963848709846246,0.029915506905840678,0.17296099822168198,18.706292156842895,19.203953397223867,0.03,0.5689154612953874,0.00518882994665046,0.5611887647052869,0.5761186019167159,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
35,1,1000.0,10.0,16.446523585624536,0.08363574544629028,0.2891984533953982,15.887075088079369,16.99898636261518,0.035,0.5756283254968588,0.010121945868838928,0.556047628082778,0.5949645226915314,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
40,1,1000.0,10.0,14.260632035883154,0.024414470421868218,0.15625130534452575,13.98190543311317,14.496884583634175,0.04,0.5704252814353261,0.0062500522137810535,0.5592762173245268,0.579875383345367,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
45,1,1000.0,10.0,12.288956248556257,0.03888808733971154,0.19720062712808886,12.073355537065906,12.5959612527343,0.045,0.5530030311850316,0.008874028220764026,0.5433009991679657,0.5668182563730435,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
50,1,1000.0,10.0,10.719944640624425,0.02915820136091914,0.17075772708993037,10.438138670340713,11.007881832434723,0.05,0.5359972320312213,0.008537886354496491,0.5219069335170357,0.5503940916217361,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
55,1,1000.0,10.0,9.278523679032258,0.009145033958887945,0.09562967091278703,9.183866184898827,9.455608515292525,0.055,0.5103188023467742,0.005259631900203284,0.5051126401694355,0.5200584683410888,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
60,1,1000.0,10.0,8.072201424249512,0.018733236806239877,0.13686941515999795,7.838671039633788,8.377977590819615,0.06,0.4843320854549707,0.008212164909599872,0.47032026237802727,0.5026786554491769,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
