Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,2,500.0,40.0,27.203634236845097,11.034106390289729,3.321762542730851,15.328209486515618,30.891165566570834,0.005,0.1360181711842255,0.016608812713654254,0.07664104743257809,0.15445582783285416,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
10,2,500.0,40.0,23.338050893816696,9.371306078184947,3.0612589041413907,13.92539652473782,28.127919404408345,0.01,0.233380508938167,0.03061258904141391,0.1392539652473782,0.28127919404408347,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
15,2,500.0,40.0,18.6307087706203,8.536690106170715,2.921761473182011,13.716390772369047,24.738267257521297,0.015,0.2794606315593045,0.04382642209773016,0.2057458615855357,0.37107400886281944,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
20,2,500.0,40.0,14.560935020117029,3.3928298623156907,1.8419635887594767,11.303852498397427,19.30401299620785,0.02,0.29121870040234055,0.03683927177518954,0.22607704996794856,0.386080259924157,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
25,2,500.0,40.0,12.036998706276927,2.0972527045025844,1.4481894573924312,8.841417098134741,15.863832145981691,0.025,0.30092496765692317,0.0362047364348108,0.22103542745336854,0.3965958036495423,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
30,2,500.0,40.0,10.141062726772224,1.9745868292498892,1.4051999250106333,6.17593490966952,13.51239211314037,0.03,0.3042318818031668,0.042155997750318995,0.1852780472900856,0.4053717633942111,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
35,2,500.0,40.0,8.631150326710221,0.7707620929956569,0.8779305741319509,7.01592098421558,10.185366871411025,0.035,0.3020902614348578,0.03072757009461829,0.24555723444754532,0.3564878404993859,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
40,2,500.0,40.0,7.659700900054854,0.42336578002466235,0.6506656438023006,6.2645369104271715,8.800857533076357,0.04,0.30638803600219416,0.026026625752092015,0.2505814764170869,0.3520343013230543,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
45,2,500.0,40.0,7.102515747201043,0.4362568216302388,0.6604974047112061,5.9762417556126906,8.480777885387516,0.045,0.31961320862404696,0.029722383212004294,0.26893087900257107,0.38163500484243823,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
50,2,500.0,40.0,6.404292896006436,0.35215773439045595,0.5934287947095725,5.303954917442306,7.734302899204036,0.05,0.3202146448003218,0.02967143973547862,0.2651977458721153,0.3867151449602018,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
55,2,500.0,40.0,5.99802419735696,0.20908030071461992,0.4572529942106666,4.987718493802233,6.8808519711023886,0.055,0.32989133085463285,0.02514891468158665,0.2743245171591228,0.37844685841063136,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
60,2,500.0,40.0,5.637977765697719,0.32125461147114365,0.5667932704885826,4.606065254026165,7.170851655242233,0.06,0.3382786659418631,0.034007596229314964,0.2763639152415699,0.4302510993145339,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
65,2,500.0,40.0,5.383989535607868,0.22947205614105917,0.47903241658687273,4.496507715448091,6.367019526645247,0.065,0.3499593198145114,0.031137107078146705,0.29227300150412594,0.4138562692319411,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
70,2,500.0,40.0,5.211591592929464,0.17650458448949344,0.4201244868958407,4.2240309457386,6.066760453228647,0.07,0.3648114115050625,0.029408714082708856,0.29568216620170207,0.42467323172600535,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
