Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000,0,25.982651864439514,1.1861818919384424,1.0891197785085176,24.9465057161767,28.268559082755623,0.01,0.25982651864439515,0.010891197785085176,0.24946505716176698,0.28268559082755623
15,1,1000,0,25.379896407136393,0.21218119201384203,0.4606312972582758,24.86738760943986,26.23478508404487,0.015,0.38069844610704584,0.00690946945887414,0.37301081414159787,0.39352177626067303
20,1,1000,0,23.576406541708778,0.163493100526207,0.4043428007597106,23.062707301752155,24.01267611511703,0.02,0.47152813083417555,0.008086856015194235,0.4612541460350431,0.48025352230234064
25,1,1000,0,21.259641803059754,0.10183837146591511,0.31912124884738574,20.78110793597844,21.84646429115583,0.025,0.5314910450764939,0.007978031221184612,0.519527698399461,0.5461616072788957
30,1,1000,0,18.76784891147916,0.17345472833081135,0.4164789650520316,18.098793286181408,19.501237089737668,0.03,0.5630354673443747,0.012494368951560962,0.5429637985854422,0.58503711269213
35,1,1000,0,16.153591289656706,0.02781915643682687,0.16679075644899172,15.89888745501029,16.36765013174282,0.035,0.5653756951379848,0.0058376764757147445,0.5564610609253602,0.5728677546109988
40,1,1000,0,14.030843580933965,0.04615154933496052,0.21482911659028092,13.633308443623676,14.308650369655064,0.04,0.5612337432373586,0.00859316466361124,0.545332337744947,0.5723460147862026
45,1,1000,0,11.9056614418431,0.014934962685149407,0.12220868498248971,11.70667207628937,12.088294293363148,0.045,0.5357547648829395,0.005499390824212076,0.5268002434330217,0.5439732432013417
50,1,1000,0,10.450873344824181,0.03269198014517275,0.18080923689118528,10.212726989009774,10.703351629952893,0.05,0.522543667241209,0.00904046184455926,0.5106363494504887,0.5351675814976447
55,1,1000,0,8.955632585073511,0.009175653622028523,0.09578963212179345,8.851871455070462,9.117994117605921,0.055,0.4925597921790431,0.0052684297666986376,0.4868529300288754,0.5014896764683257
60,1,1000,0,7.747512671305416,0.018074329069530052,0.1344408013570659,7.605723172568771,7.966292357097456,0.06,0.46485076027832495,0.008066448081423934,0.45634339035412624,0.4779775414258473
