Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,2,500.0,50.0,28.368457732972384,4.2216376287754205,2.054662412362532,22.498529401144612,30.977120664903584,0.005,0.14184228866486193,0.010273312061812664,0.11249264700572306,0.15488560332451792,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
10,2,500.0,50.0,24.8714141576037,6.658880297810915,2.5804806331013057,19.165386438978192,29.200970755886043,0.01,0.24871414157603702,0.02580480633101306,0.19165386438978194,0.29200970755886047,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
15,2,500.0,50.0,20.514638077731078,8.959519547642655,2.993245654409717,13.266095177644102,24.923552100620423,0.015,0.3077195711659662,0.044898684816145756,0.19899142766466152,0.37385328150930636,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
20,2,500.0,50.0,16.466359029000692,4.150403075400994,2.037253807310467,12.832457344502178,21.356241476300426,0.02,0.3293271805800139,0.04074507614620934,0.25664914689004353,0.4271248295260085,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
25,2,500.0,50.0,13.987258848406432,4.1134145943714735,2.028155466026082,10.500555894882812,18.318891465023317,0.025,0.34968147121016085,0.050703886650652064,0.2625138973720703,0.4579722866255829,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
30,2,500.0,50.0,11.599554165531458,1.1535591979931927,1.0740387320731002,9.19283966626056,13.992618852924652,0.03,0.34798662496594374,0.03222116196219296,0.2757851899878168,0.41977856558773957,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
35,2,500.0,50.0,10.355597128626492,0.9443609990587586,0.9717823825624534,7.01562202757551,11.843051343489526,0.035,0.36244589950192724,0.03401238338968588,0.24554677096514288,0.41450679702213344,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
40,2,500.0,50.0,9.054883203776223,0.7486139116314919,0.8652247752067043,7.947086201442152,10.874514353312916,0.04,0.36219532815104893,0.03460899100826818,0.3178834480576861,0.4349805741325167,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
45,2,500.0,50.0,7.848117550385611,0.36226903601710037,0.6018878932302097,6.942239648759031,9.23901599862692,0.045,0.35316528976735245,0.02708495519535942,0.3124007841941564,0.41575571993821137,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
50,2,500.0,50.0,7.2551511989958035,0.36330184677912886,0.6027452586119022,6.097693333608568,8.365069282101526,0.05,0.3627575599497902,0.03013726293059509,0.3048846666804284,0.41825346410507636,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
55,2,500.0,50.0,6.653688176071598,0.37282957963625374,0.6105977232485016,5.041683057146665,7.600266126708408,0.055,0.3659528496839379,0.03358287477866759,0.2772925681430666,0.4180146369689624,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
60,2,500.0,50.0,6.360544508389007,0.24207421414092067,0.49201038011501413,5.371568669976188,7.378000896732817,0.06,0.38163267050334043,0.02952062280690084,0.3222941201985713,0.442680053803969,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
65,2,500.0,50.0,6.098930085712293,0.2135966220885507,0.4621651459040921,5.3425271561692265,6.8944405358741,0.065,0.396430455571299,0.030040734483765985,0.34726426515099973,0.44813863483181654,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
70,2,500.0,50.0,5.716816846944661,0.24882337924325929,0.4988219915393259,4.96481392122234,6.844354699313513,0.07,0.4001771792861263,0.034917539407752815,0.3475369744855638,0.47910482895194595,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
