Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %,Variance of Average Speed,Standard Deviation of Average Speed,Standard Deviation of Flow
5,2,500.0,50.0,27.66850145337667,18.968550208971845,32.152858549180834,0.005,0.13834250726688335,0.09484275104485923,0.16076429274590417,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,2.2437685700821435,0.7489607082621463,0.007489607082621465
10,2,500.0,50.0,22.540979970199906,13.249190468979265,28.556213295992514,0.01,0.2254097997019991,0.13249190468979266,0.28556213295992516,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,4.54579184830001,1.0660431333088745,0.021320862666177484
15,2,500.0,50.0,19.527610855599445,10.881235683415747,25.301696736540553,0.015,0.29291416283399163,0.1632185352512362,0.37952545104810825,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,2.595071890936655,0.8054613415516376,0.02416384024654913
20,2,500.0,50.0,14.304654980361049,10.4849769256828,19.55561773397286,0.02,0.286093099607221,0.209699538513656,0.3911123546794572,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,1.2956820533778244,0.5691401526376927,0.0227656061055077
25,2,500.0,50.0,12.47372996530164,9.99468329645493,16.11072776877686,0.025,0.311843249132541,0.24986708241137326,0.40276819421942156,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.3158763186284695,0.28101437624633613,0.014050718812316803
30,2,500.0,50.0,10.368391413524003,7.99151450295484,12.722030770078517,0.03,0.3110517424057201,0.23974543508864518,0.3816609231023555,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.3243993728202358,0.28478034202707697,0.01708682052162462
35,2,500.0,50.0,8.853508640503483,7.388916804177368,10.960847722617663,0.035,0.3098728024176219,0.2586120881462079,0.3836296702916182,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.20447697117558097,0.22609564965716444,0.015826695476001497
40,2,500.0,50.0,7.621972785143304,5.601280897896702,9.161692753432765,0.04,0.30487891140573214,0.2240512359158681,0.3664677101373106,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.22504837937101546,0.23719632130948798,0.018975705704759045
45,2,500.0,50.0,7.14068330837061,5.886270370279254,8.073396178007306,0.045,0.32133074887667745,0.2648821666625664,0.36330282801032876,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.08248405835940285,0.14360019007595606,0.012924017106836052
50,2,500.0,50.0,6.616697795976028,5.443057246227097,8.03484080650778,0.05,0.3308348897988014,0.2721528623113549,0.40174204032538907,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.10781767459667302,0.16417800903034563,0.016417800903034557
55,2,500.0,50.0,5.878181860110424,4.754525515981313,7.594336277549632,0.055,0.3233000023060733,0.2614989033789722,0.4176884952652298,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.07679910230140806,0.13856325478045042,0.015241958025849538
60,2,500.0,50.0,5.67442101220188,4.518660964239518,6.553864117989863,0.06,0.34046526073211286,0.2711196578543711,0.3932318470793918,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.06112407766960256,0.1236164205006788,0.014833970460081452
65,2,500.0,50.0,5.414024043679176,3.9372807027605297,6.216264044598353,0.065,0.3519115628391465,0.2559232456794344,0.404057162898893,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.0594335197550225,0.1218949545254258,0.01584634408830536
70,2,500.0,50.0,5.302539137009242,4.408166489193935,6.538303372746792,0.07,0.3711777395906469,0.30857165424357547,0.45768123609227546,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.05211966502377121,0.11414865858144284,0.015980812201401993
75,2,500.0,50.0,4.988437935045604,4.093518991119719,5.963768014241813,0.075,0.37413284512842027,0.30701392433397895,0.44728260106813594,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.05603013233811834,0.11835342447318364,0.01775301367097754
80,2,500.0,50.0,4.9731361634627085,4.057548077281881,5.941676313891374,0.08,0.3978508930770167,0.3246038461825505,0.47533410511130997,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.058164849967245455,0.12058694992332862,0.019293911987732577
90,2,500.0,50.0,4.921674119266646,3.79317815107269,6.508979373996085,0.09,0.44295067073399813,0.34138603359654207,0.5858081436596476,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.08280665397022728,0.1438807266195053,0.02589853079151095
95,2,500.0,50.0,4.704403490571377,3.407826230511205,6.090226018601391,0.095,0.44691833160428085,0.32374349189856444,0.5785714717671322,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.07594291914731893,0.13778871429413125,0.026179855715884933
100,2,500.0,50.0,4.50417677259889,3.9970473840461036,5.1758596308336875,0.1,0.45041767725988896,0.3997047384046104,0.5175859630833688,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.03077737391393482,0.08771740692977481,0.017543481385954948
