Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %,Variance of Average Speed,Standard Deviation of Average Speed,Standard Deviation of Flow
5,2,500.0,15.0,27.530828434710763,16.170320809773063,31.311822360762214,0.005,0.13765414217355382,0.08085160404886532,0.15655911180381107,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,2.600533145789689,0.8063084313384192,0.008063084313384193
10,2,500.0,15.0,23.13849616327556,11.642543621711685,27.884469773255365,0.01,0.2313849616327556,0.11642543621711685,0.27884469773255366,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,3.7221341040665505,0.9646416567910789,0.01929283313582158
15,2,500.0,15.0,18.231646702565076,13.521039925992914,26.24695444339791,0.015,0.27347470053847617,0.2028155988898937,0.39370431665096867,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,1.9474792242161767,0.6977605649891976,0.02093281694967593
20,2,500.0,15.0,14.806730904558911,8.986770406823187,19.16414968552924,0.02,0.29613461809117825,0.17973540813646374,0.3832829937105848,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.988847795074892,0.49720413189023577,0.019888165275609437
25,2,500.0,15.0,12.527257771577753,9.443339870274873,15.09659608488626,0.025,0.31318144428944383,0.23608349675687182,0.3774149021221565,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.663914218121094,0.4074046569815734,0.020370232849078674
30,2,500.0,15.0,10.515534828666,8.07754661110733,14.04034219002515,0.03,0.31546604485998003,0.2423263983332199,0.4212102657007545,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.5680507160939011,0.37684569657019473,0.022610741794211683
35,2,500.0,15.0,8.851658611916804,7.656589609408172,10.687243245401428,0.035,0.3098080514170881,0.26798063632928604,0.37405351358905,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.11840307237973619,0.17204873755693195,0.012043411628985238
40,2,500.0,15.0,7.8660799026977175,6.290294318474597,9.593337838521046,0.04,0.3146431961079087,0.2516117727389839,0.38373351354084184,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.17027628938294573,0.20632273831484602,0.016505819065187683
45,2,500.0,15.0,7.060509989159863,4.93703119093877,8.320714810381466,0.045,0.3177229495121938,0.22216640359224463,0.37443216646716593,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.13349743518966703,0.18268650414690396,0.016441785373221354
50,2,500.0,15.0,6.663893963862018,5.374955506513849,9.20421528688365,0.05,0.33319469819310094,0.26874777532569244,0.46021076434418257,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.1762662339223189,0.2099203622343,0.020992036223430006
55,2,500.0,15.0,6.086337952369915,4.631994002841201,7.2662405315160505,0.055,0.33474858738034535,0.25475967015626605,0.3996432292333828,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.0799771886843799,0.1414011922548568,0.01555413114803425
60,2,500.0,15.0,5.7652807242286706,4.633776865780032,7.271400412246615,0.06,0.3459168434537202,0.2780266119468019,0.4362840247347969,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.1339299908361814,0.18298223331527394,0.021957867997832867
65,2,500.0,15.0,5.366531157843083,4.110642205234992,6.988668337575145,0.065,0.34882452525980034,0.2671917433402745,0.45426344194238444,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.08950923375313753,0.14959046907568804,0.019446760979839453
70,2,500.0,15.0,5.0655404453874615,4.1431842749280205,6.157661823049925,0.07,0.35458783117712234,0.29002289924496144,0.4310363276134948,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.07604282891845413,0.13787932125454322,0.019303104975636056
75,2,500.0,15.0,5.339840499233688,4.150321693082864,6.36350265615891,0.075,0.4004880374425266,0.31127412698121476,0.4772626992119182,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.07448791190247703,0.13646236834973682,0.02046935525246052
80,2,500.0,15.0,4.914222496425997,3.814895463541076,6.186342806004235,0.08,0.3931377997140798,0.3051916370832861,0.4949074244803388,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.06440942436755057,0.1268950593675248,0.020303209498803966
90,2,500.0,15.0,4.914377349592979,4.039399177544704,6.022868954518931,0.09,0.4422939614633681,0.36354592597902335,0.5420582059067038,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.06085824248548261,0.12334731704163919,0.022202517067495056
95,2,500.0,15.0,4.698725389463078,3.700521660105866,6.53608621350356,0.095,0.44637891199899243,0.3515495577100573,0.6209281902828382,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.07828698069372068,0.13989905351155943,0.02658082016719629
100,2,500.0,15.0,4.863399512643978,4.113007014757319,5.619699118787379,0.1,0.48633995126439783,0.4113007014757319,0.5619699118787379,120.0,0.5,50,0.0,100.0,0.0,0.0,0.0,0.04751067299487467,0.10898471566563207,0.021796943133126415
