Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000,0,25.71795347185365,0.1690963224987842,0.41121323239748037,25.235672774187005,26.18592117196,0.01,0.2571795347185365,0.004112132323974799,0.25235672774187007,0.2618592117196
15,1,1000,0,25.02043193775029,0.24954128606955747,0.49954107545782206,24.191357325574522,25.350381910063902,0.015,0.3753064790662543,0.007493116131867322,0.3628703598836178,0.3802557286509585
20,1,1000,0,23.730158309578684,0.18111265551925246,0.42557332566697886,23.345991464768538,24.367479515331553,0.02,0.47460316619157367,0.008511466513339568,0.4669198292953708,0.48734959030663105
25,1,1000,0,21.286041156184474,0.03830279084707033,0.19571098805910292,21.1008656483973,21.569731047289267,0.025,0.5321510289046119,0.004892774701477555,0.5275216412099325,0.5392432761822317
30,1,1000,0,18.9571465507704,0.07862070902928783,0.2803938462757124,18.73698262356406,19.436187513450218,0.03,0.568714396523112,0.008411815388271364,0.5621094787069217,0.5830856254035065
35,1,1000,0,16.363776202939682,0.13677759127208738,0.3698345458067531,15.921003327584517,16.812099169166476,0.035,0.5727321671028889,0.012944209103236364,0.5572351164654581,0.5884234709208267
40,1,1000,0,14.417787925247527,0.06733641065513221,0.25949260231292187,14.10111100378073,14.793603482138504,0.04,0.5767115170099011,0.010379704092516833,0.5640444401512292,0.5917441392855401
45,1,1000,0,12.300397560630461,0.005286860449039491,0.07271080008526581,12.194292111117438,12.37845746435581,0.045,0.5535178902283707,0.003271986003836988,0.5487431450002846,0.5570305858960114
50,1,1000,0,10.743873399140776,0.04005047648408074,0.20012615142474693,10.593811918735128,11.096080580067733,0.05,0.5371936699570388,0.010006307571237346,0.5296905959367564,0.5548040290033867
55,1,1000,0,9.24786130375871,0.006577541108432965,0.08110204133332875,9.18282655178888,9.381786322346302,0.055,0.5086323717067291,0.0044606122733331045,0.5050554603483884,0.5159982477290467
60,1,1000,0,8.210506274921899,0.024850661655637252,0.1576409263346205,7.99953830457666,8.430996463705982,0.06,0.4926303764953139,0.00945845558007724,0.4799722982745996,0.505859787822359
