Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,1,1000.0,0.0,26.790757567355513,1.822780901765626,1.3501040336824515,25.29710773356744,30.46581344355575,0.005,0.13395378783677755,0.0067505201684122575,0.1264855386678372,0.15232906721777875,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
10,1,1000.0,0.0,25.756686175894266,0.7524948259978858,0.8674645963945075,24.975177474623912,28.732822371409547,0.01,0.25756686175894267,0.008674645963945083,0.24975177474623914,0.2873282237140955,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
15,1,1000.0,0.0,25.243641291267473,0.28047292030957766,0.529596941371056,24.400721977473253,26.70379251859429,0.015,0.378654619369012,0.007943954120565835,0.3660108296620988,0.40055688777891435,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
20,1,1000.0,0.0,23.5862257219563,0.15241257191917032,0.39040052756005633,22.759797114954395,24.269059922704226,0.02,0.471724514439126,0.007808010551201148,0.4551959422990879,0.48538119845408456,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
25,1,1000.0,0.0,21.363490357240366,0.09328245280855904,0.3054217621725064,20.968116352143173,22.04684657975797,0.025,0.5340872589310093,0.0076355440543126665,0.5242029088035793,0.5511711644939492,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
30,1,1000.0,0.0,18.90757749608845,0.06167617918349853,0.24834689284043507,18.546150655101673,19.375124668573743,0.03,0.5672273248826535,0.007450406785213068,0.5563845196530501,0.5812537400572123,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
35,1,1000.0,0.0,16.359234521689146,0.03990727559142352,0.19976805448175022,15.970772157809003,16.67798332682289,0.035,0.5725732082591202,0.006991881906861231,0.5589770255233152,0.5837294164388012,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
40,1,1000.0,0.0,14.015404241084601,0.04409028665482673,0.2099768717140693,13.780549825958087,14.398311343014871,0.04,0.560616169643384,0.008399074868562787,0.5512219930383234,0.5759324537205949,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
45,1,1000.0,0.0,12.15319342732918,0.04687112827656194,0.21649740939919337,11.852949180909397,12.670871606975071,0.045,0.546893704229813,0.009742383422963697,0.5333827131409228,0.5701892223138781,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
50,1,1000.0,0.0,10.460941882773906,0.022164047285904126,0.14887594596140818,10.257530505457355,10.854592086753577,0.05,0.5230470941386953,0.007443797298070421,0.5128765252728678,0.5427296043376789,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
55,1,1000.0,0.0,9.074139032813289,0.013266493202313512,0.1151802639444515,8.83153818233706,9.214380413170348,0.055,0.4990776468047309,0.006334914516944822,0.48573460002853824,0.5067909227243691,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
60,1,1000.0,0.0,7.887004373911776,0.008391820334958217,0.09160687929930927,7.705999866678865,8.074097782811156,0.06,0.47322026243470655,0.005496412757958567,0.46235999200073186,0.48444586696866937,150.0,0.5,50,40.0,60.0,0.0,0.0,0.0
