Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000,0,25.83886330003609,0.9540513255662249,0.9767555096165186,25.087231041333077,27.395038982637423,0.01,0.2583886330003609,0.009767555096165195,0.25087231041333075,0.27395038982637426
15,1,1000,0,24.883128995491063,0.0465238066195599,0.2156937797423929,24.676176875399786,25.220010780165207,0.015,0.37324693493236594,0.0032354066961359116,0.37014265313099676,0.3783001617024781
20,1,1000,0,23.73591615757667,0.2948358557440347,0.5429878964986555,23.118093748643723,24.545576976585107,0.02,0.47471832315153345,0.01085975792997311,0.46236187497287445,0.49091153953170213
25,1,1000,0,21.307577004299002,0.07781021928145061,0.2789448319676323,20.902269524839284,21.631121840966443,0.025,0.5326894251074752,0.006973620799190849,0.5225567381209821,0.5407780460241611
30,1,1000,0,18.779479133340995,0.0894467606607953,0.29907651305442773,18.428873204790076,19.226221408743854,0.03,0.5633843740002298,0.008972295391632811,0.5528661961437022,0.5767866422623156
35,1,1000,0,16.315456437568564,0.07666724219898509,0.2768885013845557,15.924927773894913,16.59128729654634,0.035,0.5710409753148997,0.009691097548459489,0.557372472086322,0.580695055379122
40,1,1000,0,13.978802801882381,0.062379656911745435,0.24975919785214204,13.548157342198957,14.179501885180107,0.04,0.5591521120752951,0.009990367914085684,0.5419262936879583,0.5671800754072043
45,1,1000,0,12.081987577931386,0.04783573620588628,0.21871382262190536,11.868702538084202,12.367478009559386,0.045,0.5436894410069124,0.009842122017985717,0.534091614213789,0.5565365104301724
50,1,1000,0,10.530732025857345,0.036041091822308774,0.18984491518686714,10.359626169523901,10.85177109187931,0.05,0.5265366012928674,0.009492245759343414,0.5179813084761951,0.5425885545939656
55,1,1000,0,9.223063991593472,0.05357685477631959,0.23146674658861818,9.004598204288614,9.55623084532734,0.055,0.507268519537641,0.01273067106237405,0.4952529012358738,0.5255926964930037
60,1,1000,0,7.903465863486919,0.015546946159542238,0.12468739374749252,7.77488110979767,8.110008063034671,0.06,0.4742079518092151,0.007481243624849546,0.4664928665878602,0.48660048378208026
