Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000.0,40.0,25.528751976882493,0.38343949718086373,0.6192249164728949,24.88612787734781,26.497504530333764,0.01,0.25528751976882497,0.006192249164728947,0.2488612787734781,0.26497504530333765
15,1,1000.0,40.0,25.03687396023934,0.1168862323022267,0.34188628563051005,24.62585183096631,25.547727022562277,0.015,0.3755531094035901,0.005128294284457645,0.36938777746449464,0.38321590533843414
20,1,1000.0,40.0,23.753215160883546,0.07328212947443828,0.27070672225572506,23.43912442994972,24.22521351535944,0.02,0.47506430321767096,0.00541413444511451,0.46878248859899446,0.4845042703071888
25,1,1000.0,40.0,21.685133240984985,0.17386056939233163,0.4169659091488555,21.18295680960333,22.446569142019325,0.025,0.5421283310246247,0.01042414772872136,0.5295739202400832,0.5611642285504831
30,1,1000.0,40.0,19.097059993658117,0.24172601787296163,0.49165640224954016,18.307676430918335,19.623625865563053,0.03,0.5729117998097435,0.014749692067486204,0.54923029292755,0.5887087759668915
35,1,1000.0,40.0,16.398409819225446,0.07210771486372125,0.26852879708463534,16.092017434826307,16.805264175495275,0.035,0.5739443436728906,0.009398507897962217,0.5632206102189208,0.5881842461423347
40,1,1000.0,40.0,14.221490679526518,0.037127921305992684,0.1926860693096226,13.97419002669344,14.47619123686157,0.04,0.5688596271810608,0.007707442772384906,0.5589676010677377,0.5790476494744629
45,1,1000.0,40.0,12.311160691137003,0.027927596142273664,0.16711551735932142,12.144298870682508,12.551137267890276,0.045,0.5540022311011651,0.007520198281169442,0.5464934491807129,0.5648011770550624
50,1,1000.0,40.0,10.675937687206558,0.036613076937708086,0.1913454387690182,10.2937410279621,10.928700803626862,0.05,0.5337968843603279,0.009567271938450861,0.5146870513981051,0.5464350401813431
55,1,1000.0,40.0,9.31030878553884,0.00718490744814474,0.08476383337334821,9.18260839777902,9.456839560136267,0.055,0.5120669832046362,0.004662010835534193,0.5050434618778461,0.5201261758074947
60,1,1000.0,40.0,8.100788187403523,0.007371935331531988,0.0858599751428568,7.996952838688819,8.265427894363317,0.06,0.48604729124421137,0.005151598508571412,0.47981717032132915,0.49592567366179896
