Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,2,500.0,0.0,28.837415970573222,2.546239718240147,1.5956941180063762,24.58568146150886,31.105624615680615,0.005,0.1441870798528661,0.007978470590031877,0.1229284073075443,0.15552812307840308,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
10,2,500.0,0.0,25.011741148599523,9.577482700750119,3.0947508301558173,18.881308297966502,29.48457077313982,0.01,0.2501174114859952,0.030947508301558162,0.18881308297966504,0.2948457077313982,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
15,2,500.0,0.0,21.449915050806403,6.30017038123813,2.510014020127802,16.10374402899679,25.217813977378036,0.015,0.32174872576209607,0.037650210301917016,0.24155616043495184,0.3782672096606705,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
20,2,500.0,0.0,16.299656269591967,5.0939821733765545,2.2569851956485127,12.283390313035136,20.465673404046427,0.02,0.32599312539183933,0.045139703912970286,0.24566780626070273,0.40931346808092856,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
25,2,500.0,0.0,14.206019421978926,2.4996222863332447,1.5810193820232707,12.128733398741781,17.424359034158908,0.025,0.3551504855494732,0.039525484550581774,0.30321833496854456,0.43560897585397274,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
30,2,500.0,0.0,12.040087728904554,2.0638132859366056,1.4365978163482658,8.886306129969649,14.110041544166542,0.03,0.36120263186713664,0.04309793449044795,0.2665891838990895,0.4233012463249962,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
35,2,500.0,0.0,10.144294311692569,1.264847561468839,1.1246544186855085,8.3821911363189,12.725047084302597,0.035,0.35505030090923995,0.03936290465399281,0.29337668977116155,0.44537664795059095,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
40,2,500.0,0.0,9.050875462165724,0.5603456083212183,0.7485623610102355,7.677274568240968,10.693171467734734,0.04,0.36203501848662895,0.029942494440409435,0.3070909827296387,0.42772685870938937,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
45,2,500.0,0.0,7.931495412544979,0.6174366065616088,0.7857713449608663,5.997492998719435,9.120332099187985,0.045,0.356917293564524,0.03535971052323899,0.26988718494237457,0.41041494446345933,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
50,2,500.0,0.0,7.279732484659859,0.40586523129422064,0.6370755302899497,5.90669172453458,8.048402877297075,0.05,0.363986624232993,0.03185377651449748,0.29533458622672903,0.4024201438648538,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
55,2,500.0,0.0,6.636913864844823,0.3024352410026152,0.5499411250330486,5.741049457720616,7.838619640721814,0.055,0.36503026256646526,0.030246761876817675,0.3157577201746339,0.4311240802396998,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
60,2,500.0,0.0,6.153972435023652,0.2064590403461901,0.4543776406758921,5.344014797777734,6.814114090585627,0.06,0.3692383461014191,0.027262658440553533,0.32064088786666406,0.4088468454351376,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
