Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,2,500.0,50.0,26.405605082401667,14.58383031793425,3.8188781491341475,15.829259474948278,32.21358567454476,0.005,0.13202802541200834,0.019094390745670733,0.0791462973747414,0.1610679283727238,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
10,2,500.0,50.0,21.98998104028352,10.154201152506293,3.1865657301405683,17.188508584107648,27.83969891176644,0.01,0.2198998104028352,0.031865657301405684,0.17188508584107648,0.2783969891176644,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
15,2,500.0,50.0,18.765234067387595,9.372386312335278,3.061435335318268,14.059736250430614,24.874789350077776,0.015,0.28147851101081395,0.045921530029774046,0.2108960437564592,0.3731218402511666,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
20,2,500.0,50.0,14.123877038601739,4.542710374698476,2.13136350130579,8.987200564463116,20.407765215049018,0.02,0.28247754077203474,0.042627270026115785,0.17974401128926232,0.40815530430098035,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
25,2,500.0,50.0,11.968632941461463,1.4734906870356568,1.2138742467964534,9.888838223957029,15.022369372053912,0.025,0.2992158235365366,0.03034685616991134,0.24722095559892573,0.37555923430134786,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
30,2,500.0,50.0,9.820302775208487,1.148279762382761,1.07157816438315,7.332169050667713,11.700898440191084,0.03,0.2946090832562546,0.03214734493149449,0.2199650715200314,0.3510269532057325,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
35,2,500.0,50.0,8.403014673120373,1.2062739820896575,1.0983050496513513,6.533348575377639,10.745392475852205,0.035,0.2941055135592131,0.038440676737797295,0.2286672001382174,0.37608873665482717,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
40,2,500.0,50.0,7.861306645176472,1.1102774415665688,1.05369703499942,5.678303919615461,9.714371408732521,0.04,0.31445226580705893,0.04214788139997681,0.22713215678461843,0.3885748563493009,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
45,2,500.0,50.0,7.0455609893140325,0.26641391930878655,0.5161529999029227,5.95270486365891,8.240527883397403,0.045,0.31705024451913144,0.02322688499563152,0.26787171886465094,0.37082375475288315,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
50,2,500.0,50.0,6.4528725580225545,0.2726207545812658,0.5221309745468715,5.62786494263072,7.518173088405644,0.05,0.32264362790112777,0.02610654872734358,0.281393247131536,0.3759086544202822,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
55,2,500.0,50.0,5.914363390124942,0.28813917008715895,0.5367859630124087,5.130203968629657,7.076862313290677,0.055,0.32528998645687174,0.02952322796568249,0.28216121827463114,0.38922742723098724,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
60,2,500.0,50.0,5.665023924746828,0.3572973388777875,0.597743539386071,4.692606233641517,7.406126689625534,0.06,0.33990143548480967,0.035864612363164274,0.28155637401849104,0.444367601377532,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
65,2,500.0,50.0,5.488963971105139,0.3715042415196393,0.6095114777587369,4.416968591973511,7.375845264260165,0.065,0.356782658121834,0.0396182460543179,0.2871029584782782,0.4794299421769107,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
70,2,500.0,50.0,5.144760246645956,0.39502572624058213,0.6285107208636795,3.9643193857793824,6.360844310495498,0.07,0.3601332172652169,0.04399575046045757,0.2775023570045568,0.4452591017346849,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
