Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000,0,26.30496237840439,1.235649796715123,1.111597857462456,25.176694301944686,27.974126279190124,0.01,0.2630496237840439,0.01111597857462457,0.25176694301944685,0.27974126279190126
15,1,1000,0,25.2726464927729,0.13730535787767942,0.37054737602320087,24.851165744832965,25.74266268922368,0.015,0.3790896973915935,0.005558210640348015,0.37276748617249444,0.38613994033835514
20,1,1000,0,23.74435272526259,0.11309022846032091,0.33628890624033514,23.33415588752651,24.238250691070373,0.02,0.4748870545052518,0.006725778124806698,0.46668311775053023,0.48476501382140746
25,1,1000,0,21.32301548121358,0.04677222048930575,0.2162688615804544,21.01808785871301,21.53743829913326,0.025,0.5330753870303395,0.005406721539511404,0.5254521964678253,0.5384359574783315
30,1,1000,0,18.81420089992516,0.031833896779129324,0.17842056153686245,18.69449950355898,19.126922537024946,0.03,0.5644260269977547,0.005352616846105867,0.5608349851067693,0.5738076761107483
35,1,1000,0,16.23543350794393,0.051665571228741325,0.2273006186281536,15.98189840574992,16.522622269371332,0.035,0.5682401727780375,0.007955521651985403,0.5593664442012473,0.5782917794279967
40,1,1000,0,14.078197585650168,0.04378551045363928,0.2092498756358992,13.871579083863626,14.385648520139602,0.04,0.5631279034260066,0.008369995025435985,0.554863163354545,0.5754259408055841
45,1,1000,0,12.037655764152065,0.04648289567795677,0.21559892318366705,11.900434942499677,12.411099566375428,0.045,0.5416945093868428,0.009701951543265034,0.5355195724124855,0.5584994804868942
50,1,1000,0,10.470612867404979,0.021699497912250232,0.14730749441983673,10.260762363922499,10.61687413610975,0.05,0.523530643370249,0.007365374720991851,0.513038118196125,0.5308437068054875
55,1,1000,0,9.176558332349549,0.016486780910536458,0.12840086024064035,9.031714547854998,9.378345259009423,0.055,0.5047107082792252,0.007062047313235243,0.49674430013202486,0.5158089892455183
60,1,1000,0,7.804186801760932,0.005710543154419072,0.07556813584057154,7.7109311919421275,7.9122697213221205,0.06,0.4682512081056559,0.004534088150434278,0.46265587151652765,0.4747361832793272
