Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000,0,26.433657751839462,2.92767220601523,1.7110441858745875,25.245521877913646,29.32224536041565,0.01,0.2643365775183947,0.017110441858745905,0.25245521877913646,0.2932224536041565
15,1,1000,0,25.050447243279535,0.019454984635312707,0.1394811264483934,24.85082398627609,25.19372692503141,0.015,0.37575670864919297,0.002092216896725894,0.37276235979414135,0.3779059038754711
20,1,1000,0,24.129325398427078,0.12713791991379145,0.35656404742176606,23.663839229211654,24.622104867708153,0.02,0.4825865079685416,0.007131280948435334,0.47327678458423306,0.49244209735416306
25,1,1000,0,21.50649137792814,0.06813034980449065,0.2610179108882964,21.19039141513995,21.760627259708976,0.025,0.5376622844482035,0.006525447772207394,0.5297597853784988,0.5440156814927244
30,1,1000,0,19.042914724605236,0.045137386482106155,0.21245561061573817,18.77482118572966,19.320414601741746,0.03,0.571287441738157,0.006373668318472184,0.5632446355718898,0.5796124380522524
35,1,1000,0,16.41178475392217,0.19059578959909723,0.43657277697893304,16.00355261492961,17.146662980093957,0.035,0.574412466387276,0.015280047194262639,0.5601243415225364,0.6001332043032885
40,1,1000,0,14.046309634525802,0.06819156951599938,0.26113515564932915,13.716100330693688,14.386092024948777,0.04,0.5618523853810321,0.010445406225973152,0.5486440132277476,0.5754436809979511
45,1,1000,0,12.279780185699325,0.009406623344745017,0.09698774842599975,12.114339498695422,12.350911459615645,0.045,0.5525901083564696,0.004364448679170021,0.5451452774412939,0.5557910156827041
50,1,1000,0,10.523961538493555,0.06023203491180773,0.24542215652179356,10.268703925846678,10.836865788164205,0.05,0.5261980769246778,0.012271107826089657,0.5134351962923339,0.5418432894082102
55,1,1000,0,9.196549575656409,0.004514162330247779,0.06718751617858618,9.096788581623219,9.266768252212952,0.055,0.5058102266611024,0.0036953133898222222,0.500323371989277,0.5096722538717123
60,1,1000,0,7.973208159455969,0.020709589258341928,0.14390826681723995,7.822433803453825,8.167076744627485,0.06,0.47839248956735814,0.008634496009034426,0.4693460282072295,0.4900246046776491
