Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,3,1000,0,28.100402055170008,10.378744352400158,3.221605865465259,22.842666373076884,30.808713389656987,0.0033333333333333335,0.0936680068505667,0.010738686218217528,0.07614222124358962,0.10269571129885663
15,3,1000,0,26.78704905674756,1.547346650487658,1.243923892562426,25.579142357817954,28.53014907643272,0.005,0.1339352452837378,0.006219619462812131,0.12789571178908976,0.1426507453821636
20,3,1000,0,26.178850258473652,2.7228257902056887,1.6500987213514495,24.269655599105583,27.6202568323935,0.006666666666666667,0.17452566838982436,0.01100065814234301,0.16179770399403723,0.18413504554929003
25,3,1000,0,24.222359807881347,4.136514616321195,2.033842328284372,22.14138744102276,27.226702611360206,0.008333333333333333,0.20185299839901122,0.016948686069036437,0.184511562008523,0.2268891884280017
30,3,1000,0,23.36530998402858,4.622390398204859,2.1499745110593427,20.18247125022377,25.568388783626656,0.01,0.2336530998402858,0.021499745110593427,0.2018247125022377,0.25568388783626655
35,3,1000,0,21.85655974268468,5.87842894619427,2.4245471631202125,18.63902523389639,24.67054733034187,0.011666666666666667,0.254993196997988,0.028286383569735805,0.2174552943954579,0.2878230521873218
40,3,1000,0,19.88429641385849,1.035837718768298,1.0177611305057284,19.143086375012622,21.665281106570117,0.013333333333333334,0.26512395218477985,0.013570148406743044,0.255241151666835,0.2888704147542682
45,3,1000,0,17.42597029401229,1.6186867094347202,1.2722761922769443,16.071358304159393,18.774724008565048,0.015,0.26138955441018435,0.019084142884154175,0.2410703745623909,0.2816208601284757
50,3,1000,0,16.251213451948857,1.2812040935616225,1.1319028640133493,14.48108081203881,17.30361306197971,0.016666666666666666,0.27085355753248097,0.01886504773355583,0.2413513468673135,0.2883935510329952
55,3,1000,0,16.44049670856091,0.18722287483609257,0.4326925869899929,15.793123486981292,16.92785717844172,0.018333333333333333,0.3014091063236167,0.007932697428149869,0.2895405972613237,0.3103440482714315
60,3,1000,0,13.590897936019607,3.100156029289923,1.7607259949492207,11.138386674802526,15.092385471680247,0.02,0.27181795872039216,0.03521451989898442,0.2227677334960505,0.30184770943360495
75,3,1000,0,11.715712801270465,0.24148845157929127,0.4914147449754548,11.129563265429834,12.33148875505858,0.025,0.29289282003176165,0.01228536862438634,0.27823908163574584,0.3082872188764645
80,3,1000,0,10.786065619841823,0.5204032863338981,0.7213898296579305,9.698717983785453,11.708286108322644,0.02666666666666667,0.2876284165291153,0.019237062124211494,0.2586324795676121,0.31222096288860385
