Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
10,1,1000.0,10.0,25.575875595883055,0.18004548209033455,0.424317666483891,25.098292462766437,26.192440022061998,0.01,0.2557587559588306,0.004243176664838912,0.25098292462766436,0.26192440022061997,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
15,1,1000.0,10.0,25.18297127122439,0.19379360872811816,0.44021995494084337,24.46080996176348,25.785573410375967,0.015,0.3777445690683658,0.00660329932411266,0.36691214942645217,0.3867836011556395,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
20,1,1000.0,10.0,23.5562054471445,0.056424037002404594,0.23753744336926041,23.270343419028496,23.893539890530217,0.02,0.47112410894289003,0.0047507488673852035,0.46540686838056994,0.4778707978106044,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
25,1,1000.0,10.0,21.401171916330654,0.08509997404795837,0.29171899843506655,20.871596966321178,21.707018267677732,0.025,0.5350292979082664,0.0072929749608766714,0.5217899241580295,0.5426754566919433,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
30,1,1000.0,10.0,18.818141148252792,0.05671665854022488,0.2381525950734631,18.61203251762608,19.207988519713233,0.03,0.5645442344475837,0.007144577852203892,0.5583609755287824,0.576239655591397,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
35,1,1000.0,10.0,16.479009706332977,0.1028366910649166,0.3206816038766748,15.894473888846372,16.976419210048963,0.035,0.5767653397216542,0.011223856135683623,0.556306586109623,0.5941746723517137,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
40,1,1000.0,10.0,14.04716371132514,0.03371425739713624,0.18361442589605054,13.732661152767108,14.321353071082692,0.04,0.5618865484530056,0.007344577035841963,0.5493064461106844,0.5728541228433077,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
45,1,1000.0,10.0,12.098920470070885,0.04575717874840446,0.2139092769105736,11.876984553712411,12.490557785673493,0.045,0.5444514211531898,0.009625917460975767,0.5344643049170585,0.5620751003553072,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
50,1,1000.0,10.0,10.54733492923791,0.023512299737982162,0.1533372092415346,10.374794202677615,10.802573114478932,0.05,0.5273667464618956,0.007666860462076699,0.5187397101338808,0.5401286557239466,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
55,1,1000.0,10.0,9.082246675441564,0.02181742632834664,0.14770723180787945,8.86665969011092,9.257217737040095,0.055,0.499523567149286,0.008123897749433385,0.4876662829561006,0.5091469755372052,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
60,1,1000.0,10.0,7.917873806224896,0.008698654050113126,0.09326657520308723,7.74854313971257,8.067778610008256,0.06,0.4750724283734937,0.005595994512185235,0.4649125883827542,0.48406671660049533,120.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0
