Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
10,2,1000.0,40.0,27.09190622877809,2.6640486508645616,1.6321913646581279,24.371799048410026,29.995974942096694,0.005,0.13545953114389045,0.008160956823290636,0.12185899524205013,0.14997987471048346,120.0,0.5,50.0,100,0,0.0,0.0,0.0
15,2,1000.0,40.0,25.984726996414025,3.033861306722698,1.7417982967963592,22.569443806896594,29.146132172523195,0.0075,0.19488545247310518,0.013063487225972706,0.16927082855172446,0.21859599129392396,120.0,0.5,50.0,100,0,0.0,0.0,0.0
20,2,1000.0,40.0,23.9791561326114,3.7041188083270264,1.9246087416217943,19.310439735894423,27.173447331873025,0.01,0.23979156132611398,0.019246087416217948,0.19310439735894425,0.27173447331873024,120.0,0.5,50.0,100,0,0.0,0.0,0.0
25,2,1000.0,40.0,23.058151656797587,5.976647427134785,2.4447182715263502,18.77140047244546,26.777280195969627,0.0125,0.2882268957099699,0.03055897839407937,0.23464250590556826,0.33471600244962035,120.0,0.5,50.0,100,0,0.0,0.0,0.0
30,2,1000.0,40.0,20.712377317835873,2.8819937519267853,1.6976435880145118,16.542799466945844,23.194770894343478,0.015,0.3106856597675381,0.02546465382021768,0.24814199200418766,0.3479215634151521,120.0,0.5,50.0,100,0,0.0,0.0,0.0
35,2,1000.0,40.0,18.487968937424103,2.2892518841263465,1.513027390408497,15.618102291289869,21.52142819226257,0.0175,0.3235394564049218,0.026477979332148693,0.27331679009757276,0.376624993364595,120.0,0.5,50.0,100,0,0.0,0.0,0.0
40,2,1000.0,40.0,16.31907031060687,2.2918781933633636,1.5138950404051674,13.290004610107166,18.915090135071644,0.02,0.32638140621213746,0.030277900808103338,0.26580009220214335,0.3783018027014329,120.0,0.5,50.0,100,0,0.0,0.0,0.0
45,2,1000.0,40.0,15.177856076306522,2.0167176097673116,1.420111830021605,12.307673656805669,18.731390032691266,0.0225,0.3415017617168968,0.03195251617548613,0.27692265727812754,0.42145627573555344,120.0,0.5,50.0,100,0,0.0,0.0,0.0
50,2,1000.0,40.0,13.948132604026515,0.8024735377248251,0.8958088734349672,11.653419949494435,15.922985941503203,0.025,0.34870331510066294,0.02239522183587418,0.29133549873736087,0.3980746485375801,120.0,0.5,50.0,100,0,0.0,0.0,0.0
55,2,1000.0,40.0,13.124794934537368,1.3720648066515786,1.1713517006653376,11.362306800172709,16.27420871359962,0.0275,0.3609318606997776,0.03221217176829678,0.3124634370047495,0.44754073962398955,120.0,0.5,50.0,100,0,0.0,0.0,0.0
60,2,1000.0,40.0,12.016920652747103,1.4985918897528443,1.2241698778163284,9.68426452581638,14.506947879866011,0.03,0.3605076195824131,0.03672509633448986,0.2905279357744914,0.43520843639598034,120.0,0.5,50.0,100,0,0.0,0.0,0.0
