Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000.0,10.0,25.913875486753934,1.2119278131035727,1.1008759299319668,24.910211623050586,28.053713738217812,0.01,0.25913875486753934,0.011008759299319675,0.24910211623050585,0.2805371373821781
15,1,1000.0,10.0,25.08108195150067,0.22019672707790686,0.46925124089117426,24.55108035027319,25.909450979587042,0.015,0.3762162292725101,0.007038768613367623,0.3682662052540978,0.3886417646938056
20,1,1000.0,10.0,23.581973505623036,0.050885940319383205,0.22557912208221576,23.236912209338225,23.815624704101886,0.02,0.47163947011246077,0.0045115824416443314,0.4647382441867645,0.47631249408203774
25,1,1000.0,10.0,21.45635927205348,0.09714814139600748,0.31168596599142456,21.02559274497641,21.851952129244363,0.025,0.536408981801337,0.007792149149785604,0.5256398186244103,0.5462988032311091
30,1,1000.0,10.0,19.011786780229123,0.08484578746199918,0.2912830023568131,18.686483208293563,19.45088544947023,0.03,0.5703536034068736,0.008738490070704421,0.5605944962488069,0.5835265634841069
35,1,1000.0,10.0,16.56995810469293,0.11650192220811764,0.3413237791424993,16.274503479404547,17.19474048006783,0.035,0.5799485336642527,0.011946332269987477,0.5696076217791592,0.601815916802374
40,1,1000.0,10.0,14.143827098640674,0.021432166807722884,0.14639729098491844,13.906826126057462,14.388504761590415,0.04,0.5657530839456271,0.00585589163939674,0.5562730450422985,0.5755401904636166
45,1,1000.0,10.0,12.328384648591104,0.06400591143564702,0.25299389604424655,11.972018981544872,12.677528701495557,0.045,0.5547773091865997,0.011384725321991092,0.5387408541695192,0.5704887915673
50,1,1000.0,10.0,10.727109718164309,0.013557741372293607,0.11643771456144958,10.592328796900055,10.93531095390838,0.05,0.5363554859082155,0.005821885728072459,0.5296164398450028,0.546765547695419
55,1,1000.0,10.0,9.352572846641584,0.024451964699999756,0.15637124000275676,9.061517383693511,9.520511796615127,0.055,0.5143915065652871,0.008600418200151588,0.4983834561031431,0.523628148813832
60,1,1000.0,10.0,8.08925691441117,0.003969749635940942,0.06300594921069709,7.997332397214283,8.157331378788722,0.06,0.48535541486467015,0.003780356952641828,0.47983994383285694,0.4894398827273233
