Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,1,1000.0,30.0,27.112395197930994,1.140810508209743,1.068087313008512,25.6094746885855,28.674519894642913,0.005,0.13556197598965497,0.005340436565042563,0.1280473734429275,0.14337259947321457,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
10,1,1000.0,30.0,25.94254302880475,0.6351329105343884,0.7969522636484498,25.208704908281824,27.65831664114217,0.01,0.2594254302880475,0.007969522636484483,0.25208704908281826,0.2765831664114217,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
15,1,1000.0,30.0,25.385955928360147,0.10871857732714371,0.32972500258115656,24.862498618101444,25.965294259666106,0.015,0.3807893389254022,0.004945875038717353,0.37293747927152165,0.3894794138949916,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
20,1,1000.0,30.0,23.66028489038989,0.11913795093455248,0.3451636581892023,23.09078351633115,24.169938284551513,0.02,0.47320569780779775,0.006903273163784052,0.461815670326623,0.4833987656910303,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
25,1,1000.0,30.0,21.30403108678842,0.05893841895195032,0.2427723603542016,20.779598963910097,21.604916378480556,0.025,0.5326007771697105,0.006069309008855037,0.5194899740977524,0.5401229094620139,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
30,1,1000.0,30.0,18.68254217536434,0.12139832776170995,0.34842262808507424,18.198248392838302,19.282366431928153,0.03,0.5604762652609302,0.010452678842552262,0.545947451785149,0.5784709929578445,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
35,1,1000.0,30.0,16.134985689761972,0.04711170791642134,0.21705231608167957,15.850025230611346,16.63832826883934,0.035,0.5647244991416691,0.007596831062858754,0.5547508830713972,0.582341489409377,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
40,1,1000.0,30.0,13.962574101726437,0.010106103923792424,0.10052911978025285,13.756012615598527,14.080366394327047,0.04,0.5585029640690575,0.00402116479121008,0.5502405046239411,0.5632146557730819,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
45,1,1000.0,30.0,12.005527978731397,0.013925965802529805,0.11800832937775962,11.804232469342185,12.188495446393446,0.045,0.5402487590429128,0.0053103748219991784,0.5311904611203984,0.5484822950877051,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
50,1,1000.0,30.0,10.27071500544673,0.021581720612030474,0.14690718366380343,9.945350067553061,10.4382881215536,0.05,0.5135357502723366,0.0073453591831901584,0.4972675033776531,0.52191440607768,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
55,1,1000.0,30.0,8.933546539050145,0.014484335854330725,0.12035088638780657,8.748857143733527,9.106334740625808,0.055,0.49134505964775793,0.006619298751329364,0.48118714290534403,0.5008484107344194,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
60,1,1000.0,30.0,7.733712624709257,0.010695695740960293,0.10341999681377047,7.559351906486585,7.861968184652851,0.06,0.4640227574825554,0.0062051998088262245,0.45356111438919505,0.47171809107917106,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
