Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000.0,20.0,25.5597267099089,0.5674066610921387,0.7532640049093934,24.987544898199975,27.34051563828522,0.01,0.25559726709908903,0.0075326400490939235,0.24987544898199976,0.2734051563828522
15,1,1000.0,20.0,25.26788657560112,0.1884344809493327,0.43409040642397606,24.683240834026446,26.05916483564625,0.015,0.3790182986340168,0.006511356096359637,0.37024861251039665,0.39088747253469375
20,1,1000.0,20.0,23.737962148883987,0.0789180443525457,0.28092355606560604,23.363557404672285,24.109881315531606,0.02,0.4747592429776798,0.005618471121312103,0.4672711480934457,0.4821976263106321
25,1,1000.0,20.0,21.38176221952492,0.11757605791887779,0.3428936539495559,20.896699629017384,21.945973275554067,0.025,0.534544055488123,0.00857234134873887,0.5224174907254346,0.5486493318888517
30,1,1000.0,20.0,18.7613246213485,0.046596267742566366,0.21586168660178295,18.336182120093827,19.084909119755938,0.03,0.5628397386404549,0.006475850598053485,0.5500854636028149,0.5725472735926781
35,1,1000.0,20.0,16.271524747904643,0.04993212438751961,0.22345497172253656,15.853733202191629,16.520684574538336,0.035,0.5695033661766625,0.007820924010288749,0.554880662076707,0.5782239601088418
40,1,1000.0,20.0,14.05003252634815,0.06052160878247858,0.2460113997002549,13.734725972449628,14.418279404928086,0.04,0.562001301053926,0.009840455988010203,0.5493890388979851,0.5767311761971234
45,1,1000.0,20.0,12.224755350684038,0.039658173485775945,0.1991436001627367,11.91251110529213,12.463480715403277,0.045,0.5501139907807817,0.008961462007323189,0.5360629997381459,0.5608566321931474
50,1,1000.0,20.0,10.444951777572307,0.02006388410037802,0.14164704056343014,10.244731645001481,10.642165932286899,0.05,0.5222475888786153,0.007082352028171541,0.5122365822500741,0.532108296614345
55,1,1000.0,20.0,9.043759858601566,0.008922081294034127,0.09445676944525536,8.875030953019975,9.162777148327068,0.055,0.49740679222308615,0.005195122319489044,0.4881267024160986,0.5039527431579888
60,1,1000.0,20.0,7.904145326103107,0.015491448643587646,0.12446464816801454,7.6906923781837495,8.086354657989153,0.06,0.47424871956618636,0.007467878890080879,0.46144154269102494,0.48518127947934914
