Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,1,1000.0,1.0,26.686782823689825,1.1440042263767116,1.0695813322869427,24.946633148556465,29.440459902061473,0.005,0.13343391411844913,0.0053479066614347225,0.12473316574278233,0.14720229951030736,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
10,1,1000.0,1.0,26.048434727579654,0.41757242101210534,0.6461984377976361,25.141588294414714,27.4213923024267,0.01,0.26048434727579656,0.006461984377976368,0.25141588294414713,0.274213923024267,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
15,1,1000.0,1.0,25.381408720772,0.40150216022135765,0.6336419811071214,24.591033833779246,26.74985971426938,0.015,0.38072113081158,0.009504629716606833,0.3688655075066887,0.4012478957140407,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
20,1,1000.0,1.0,23.520241006102363,0.11920582642051111,0.3452619678164844,23.120422081170258,24.201236850992505,0.02,0.47040482012204726,0.006905239356329672,0.46240844162340516,0.4840247370198501,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
25,1,1000.0,1.0,21.352000389048207,0.06551955590429052,0.2559678806106159,20.907049871436676,21.820580134965656,0.025,0.5338000097262052,0.006399197015265356,0.522676246785917,0.5455145033741414,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
30,1,1000.0,1.0,18.73930394497949,0.057724884917005996,0.2402600360380519,18.381948080120896,19.13205319755193,0.03,0.5621791183493846,0.00720780108114159,0.5514584424036268,0.5739615959265578,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
35,1,1000.0,1.0,16.256361643944718,0.03557577190189727,0.18861540738205157,15.905590700405547,16.483711832917177,0.035,0.5689726575380651,0.00660153925837183,0.5566956745141942,0.5769299141521013,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
40,1,1000.0,1.0,13.882656204242275,0.034017465911765916,0.18443824416797597,13.665992018985978,14.26730891786236,0.04,0.555306248169691,0.007377529766719109,0.5466396807594391,0.5706923567144945,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
45,1,1000.0,1.0,12.019352643247528,0.045709123194944246,0.21379692045243365,11.657862228858592,12.37163575039505,0.045,0.5408708689461387,0.009620861420359552,0.5246038002986366,0.5567236087677773,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
50,1,1000.0,1.0,10.270547784204556,0.013082869386157677,0.11438037150734245,10.033826495308737,10.449918614722721,0.05,0.5135273892102279,0.005719018575367108,0.5016913247654369,0.5224959307361361,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
55,1,1000.0,1.0,8.848323083100132,0.02998024071380125,0.17314803121549274,8.571882525749432,9.188133768675694,0.055,0.48665776957050727,0.009523141716852077,0.4714535389162188,0.5053473572771632,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
60,1,1000.0,1.0,7.758653223169103,0.010748559584039048,0.10367526023135436,7.516406215705669,7.915327986278509,0.06,0.46551919339014614,0.006220515613881246,0.4509843729423401,0.4749196791767105,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
