Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,1,1000.0,4.0,27.056640033414926,2.6012773085154053,1.6128475775830167,25.272024365742872,31.090010017168577,0.005,0.13528320016707465,0.00806423788791508,0.12636012182871437,0.1554500500858429,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
10,1,1000.0,4.0,26.00702668999767,0.7020824265524832,0.8379035902491905,25.071421386666458,27.925900914137777,0.01,0.2600702668999767,0.008379035902491895,0.2507142138666646,0.2792590091413778,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
15,1,1000.0,4.0,25.06879905083512,0.5427000810336262,0.7366818044675911,24.506957220615607,27.26564262925488,0.015,0.3760319857625268,0.01105022706701387,0.3676043583092341,0.4089846394388232,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
20,1,1000.0,4.0,23.517229451165868,0.17740043437105982,0.4211893094216184,23.01978646747896,24.284457944497824,0.02,0.4703445890233174,0.008423786188432376,0.4603957293495792,0.4856891588899565,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
25,1,1000.0,4.0,21.183619117854253,0.0593578087749053,0.24363458041687205,20.745929670601992,21.73347482347639,0.025,0.5295904779463564,0.006090864510421797,0.5186482417650499,0.5433368705869097,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
30,1,1000.0,4.0,18.780945186783434,0.05015888436075464,0.22396179218954881,18.464899051092072,19.111595091051353,0.03,0.5634283556035029,0.0067188537656864555,0.5539469715327622,0.5733478527315405,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
35,1,1000.0,4.0,16.204720391924067,0.06694569955872726,0.2587386703968451,15.707085961691707,16.684270751424386,0.035,0.5671652137173424,0.009055853463889575,0.5497480086592098,0.5839494762998535,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
40,1,1000.0,4.0,13.856439298692193,0.040646154907560475,0.20160891574422118,13.522469551897458,14.170458096616901,0.04,0.5542575719476877,0.00806435662976887,0.5408987820758984,0.566818323864676,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
45,1,1000.0,4.0,12.053108325838023,0.028814201401150905,0.16974746360741566,11.783976526763421,12.42335771882966,0.045,0.5423898746627109,0.007638635862333709,0.5302789437043539,0.5590510973473347,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
50,1,1000.0,4.0,10.222812760424462,0.02276130953982989,0.1508685173912367,9.946952574281319,10.459626737979677,0.05,0.5111406380212231,0.007543425869561833,0.49734762871406596,0.5229813368989839,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
55,1,1000.0,4.0,8.912836363815872,0.02494692592900896,0.15794595888787075,8.618473728068835,9.26107177000233,0.055,0.49020600000987297,0.008687027738832894,0.47401605504378597,0.5093589473501281,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
60,1,1000.0,4.0,7.740522261640459,0.010207128801475035,0.10103033604554147,7.606668979384573,7.910349101538456,0.06,0.4644313356984275,0.006061820162732485,0.4564001387630744,0.4746209460923073,150.0,0.5,50,0.0,100.0,0.0,0.0,0.0
