Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
5,2,500.0,50.0,27.88345300515975,6.395261408329962,2.5288854083034216,21.229998992319786,32.41344492843227,0.005,0.13941726502579874,0.01264442704151711,0.10614999496159894,0.16206722464216136,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
10,2,500.0,50.0,24.44988924857432,10.572953770044268,3.251607874582092,17.761218113416923,28.830884446525573,0.01,0.2444988924857432,0.032516078745820916,0.17761218113416924,0.28830884446525573,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
15,2,500.0,50.0,20.021863467609002,8.1573966923248,2.8561156650816506,14.53617013409266,24.39402457026074,0.015,0.30032795201413504,0.042841734976224746,0.21804255201138992,0.36591036855391107,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
20,2,500.0,50.0,16.08228280205552,5.200112877454734,2.280375600083182,13.894915632069626,21.106383094638645,0.02,0.3216456560411104,0.045607512001663617,0.27789831264139253,0.4221276618927729,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
25,2,500.0,50.0,14.509699633942978,3.048600427669798,1.7460241772867289,11.260414660869733,17.74557832338585,0.025,0.36274249084857446,0.04365060443216821,0.2815103665217433,0.4436394580846463,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
30,2,500.0,50.0,12.467599339918362,1.3478214315034993,1.1609571187186456,10.675108342561538,14.576146107490393,0.03,0.3740279801975508,0.03482871356155935,0.32025325027684615,0.4372843832247118,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
35,2,500.0,50.0,9.7993093150886,0.4196589605797195,0.6478108987812103,8.648799946824973,11.166102295418598,0.035,0.342975826028101,0.022673381457342354,0.30270799813887406,0.39081358033965097,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
40,2,500.0,50.0,8.89749437830136,0.6283855912320034,0.7927077590335567,7.802994914172399,10.401762703712539,0.04,0.3558997751320544,0.03170831036134226,0.312119796566896,0.41607050814850155,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
45,2,500.0,50.0,7.849667472017236,0.37622901495415345,0.6133751013483947,6.653454578113538,8.87879666289316,0.045,0.3532350362407756,0.027601879560677754,0.2994054560151092,0.3995458498301922,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
50,2,500.0,50.0,7.069319696817287,0.47965166756863103,0.6925688901247522,5.930477828023175,8.252594864448543,0.05,0.3534659848408643,0.03462844450623762,0.29652389140115876,0.4126297432224272,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
55,2,500.0,50.0,6.741261433469384,0.3293711284943911,0.5739086412438752,5.8177066383390175,7.682968711743792,0.055,0.37076937884081607,0.031564975268413134,0.31997386510864595,0.4225632791459085,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
60,2,500.0,50.0,6.202494254797215,0.3063641651427868,0.553501730026914,5.105205533121159,7.1169691988218124,0.06,0.3721496552878329,0.03321010380161484,0.30631233198726954,0.42701815192930875,150.0,0.5,50,100.0,0.0,0.0,0.0,0.0
