Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000,0,25.690080009336164,0.2969433562682369,0.5449250923459452,25.13194913034433,26.37722099035455,0.01,0.2569008000933616,0.005449250923459423,0.25131949130344333,0.2637722099035455
15,1,1000,0,25.492639234856533,0.33716316531486235,0.5806575284234782,24.795895039292876,26.184136617919368,0.015,0.382389588522848,0.008709862926352183,0.3719384255893931,0.3927620492687905
20,1,1000,0,23.441388336002156,0.11037964762553854,0.33223432638055106,22.859628432933434,23.669873874059327,0.02,0.4688277667200431,0.006644686527611024,0.4571925686586687,0.47339747748118655
25,1,1000,0,21.315564620380773,0.051026584122025556,0.22589064638011366,21.099187469766893,21.655251647192678,0.025,0.5328891155095193,0.005647266159502827,0.5274796867441723,0.5413812911798169
30,1,1000,0,18.691337980643375,0.035020993493683185,0.1871389683996446,18.410198572244962,18.863767405486207,0.03,0.5607401394193012,0.005614169051989316,0.5523059571673489,0.5659130221645862
35,1,1000,0,16.37521797036005,0.08351355980184823,0.2889871273981736,16.064408042828415,16.694476589907122,0.035,0.5731326289626019,0.010114549458936155,0.5622542814989946,0.5843066806467493
40,1,1000,0,13.951446103373573,0.007424482945690583,0.08616543939243032,13.850940198755751,14.046383258925639,0.04,0.558057844134943,0.0034466175756972324,0.55403760795023,0.5618553303570256
45,1,1000,0,11.924899104273498,0.008955006371694529,0.0946308954395684,11.846850300849946,12.064447190505454,0.045,0.5366204596923074,0.004258390294780565,0.5331082635382476,0.5429001235727454
50,1,1000,0,10.321489691486263,0.01183753269455619,0.10880042598517797,10.224996781553154,10.509215987404097,0.05,0.5160744845743132,0.005440021299258892,0.5112498390776578,0.5254607993702048
55,1,1000,0,8.918403003903773,0.036681837318671764,0.19152503052779227,8.586179021578237,9.041004032944832,0.055,0.49051216521470753,0.01053387667902858,0.47223984618680304,0.49725522181196574
60,1,1000,0,7.8504843033450245,0.004630443532713111,0.06804736242289712,7.7420167454325055,7.912885228989607,0.06,0.47102905820070146,0.004082841745373808,0.4645210047259503,0.4747731137393764
