Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow
10,1,1000.0,50.0,26.918916248601835,2.78151645203864,1.6677878918011848,25.72055700664243,29.852316031918566,0.01,0.2691891624860184,0.01667787891801185,0.2572055700664243,0.2985231603191857
15,1,1000.0,50.0,24.680426141765253,0.09390563276455564,0.30644025969926936,24.26641665017993,24.962228036189625,0.015,0.37020639212647877,0.00459660389548904,0.36399624975269895,0.37443342054284434
20,1,1000.0,50.0,23.68202428744335,0.1532427650660198,0.3914623418236035,23.2024363840977,24.115508344878926,0.02,0.4736404857488671,0.007829246836472075,0.46404872768195404,0.4823101668975785
25,1,1000.0,50.0,21.32323277655319,0.07276004732437555,0.2697407038701715,21.003234325233567,21.68838768357947,0.025,0.5330808194138298,0.006743517596754304,0.5250808581308392,0.5422096920894868
30,1,1000.0,50.0,18.645640170742272,0.08408818347846904,0.28997962597132415,18.29781473102974,18.94668608283802,0.03,0.5593692051222681,0.008699388779139748,0.5489344419308921,0.5684005824851406
35,1,1000.0,50.0,16.128468106221607,0.03509175026115406,0.18732792173393176,15.879461227884953,16.29953588055069,0.035,0.5644963837177563,0.006556477260687605,0.5557811429759734,0.5704837558192741
40,1,1000.0,50.0,13.82612893752606,0.005855069621506698,0.07651842667950444,13.745782020011438,13.91904971291181,0.04,0.5530451575010423,0.003060737067180171,0.5498312808004575,0.5567619885164724
45,1,1000.0,50.0,11.885279358000798,0.1374763494574705,0.37077803259830605,11.514527061177649,12.498212763895383,0.045,0.5348375711100359,0.016685011466923756,0.5181537177529942,0.5624195743752922
50,1,1000.0,50.0,10.287261045718761,0.0040117810113710385,0.06333862179879697,10.195783465528354,10.374667546945691,0.05,0.514363052285938,0.0031669310899398585,0.5097891732764177,0.5187333773472845
55,1,1000.0,50.0,8.927797064172912,0.01439671126011714,0.11998629613467172,8.766754103453357,9.104221354917694,0.055,0.4910288385295102,0.006599246287406938,0.4821714756899346,0.5007321745204731
60,1,1000.0,50.0,7.736395872046124,0.01661241275681916,0.12888914910425608,7.552932190851832,7.86231588844323,0.06,0.46418375232276743,0.007733348946255349,0.4531759314511099,0.47173895330659377
