Number of Vehicles,Number of Lanes,Road Length,Percentage of Distracted Vehicles,Average Speed,Variance of Average Speed,Standard Deviation of Average Speed,Minimum Average Speed,Maximum Average Speed,Density,Average Flow,Standard Deviation of Flow,Minimum Flow,Maximum Flow,Simulation Time (s),Time Step (s),Animation Interval (ms),Aggressive %,Normal %,Cautious %,Polite %,Submissive %
10,2,1000.0,20.0,26.737048441379123,6.288964024314697,2.5077806970137355,21.54816818258248,30.15357932502809,0.005,0.13368524220689565,0.012538903485068678,0.1077408409129124,0.15076789662514045,120.0,0.5,50.0,0,100,0.0,0.0,0.0
15,2,1000.0,20.0,25.19400369136105,4.975032591745834,2.230478108331448,19.796973967282167,28.221911265101685,0.0075,0.18895502768520786,0.016728585812485864,0.14847730475461624,0.21166433448826263,120.0,0.5,50.0,0,100,0.0,0.0,0.0
20,2,1000.0,20.0,23.517192794872592,4.317848924802318,2.0779434363818274,20.726253073745447,27.54019672171578,0.01,0.23517192794872588,0.02077943436381827,0.2072625307374545,0.2754019672171578,120.0,0.5,50.0,0,100,0.0,0.0,0.0
25,2,1000.0,20.0,21.566865232037163,3.063794540120549,1.7503698295276198,17.910114780847238,24.358908764369424,0.0125,0.26958581540046456,0.021879622869095235,0.2238764347605905,0.30448635955461784,120.0,0.5,50.0,0,100,0.0,0.0,0.0
30,2,1000.0,20.0,18.993562337299743,5.567613359089215,2.359579063962302,14.601777936295539,24.462734624035978,0.015,0.28490343505949617,0.03539368595943452,0.21902666904443308,0.36694101936053963,120.0,0.5,50.0,0,100,0.0,0.0,0.0
35,2,1000.0,20.0,16.39215544863548,2.4904538207740208,1.5781171758694033,13.14085792662823,19.361519651639803,0.0175,0.2868627203511209,0.027617050577714557,0.22996501371599407,0.33882659390369657,120.0,0.5,50.0,0,100,0.0,0.0,0.0
40,2,1000.0,20.0,14.232957327016331,2.4233444692535926,1.5567095005984877,11.295505408690282,16.944554741602964,0.02,0.28465914654032665,0.031134190011969747,0.22591010817380563,0.3388910948320593,120.0,0.5,50.0,0,100,0.0,0.0,0.0
45,2,1000.0,20.0,13.20885146935197,1.4361226991258644,1.1983833690125478,10.870433381777731,15.252333456536002,0.0225,0.2971991580604193,0.026963625802782325,0.24458475108999894,0.34317750277206005,120.0,0.5,50.0,0,100,0.0,0.0,0.0
50,2,1000.0,20.0,12.322353908926079,2.0944138969455603,1.4472090025098518,10.400422577746085,15.469227179272831,0.025,0.308058847723152,0.03618022506274631,0.2600105644436521,0.3867306794818208,120.0,0.5,50.0,0,100,0.0,0.0,0.0
55,2,1000.0,20.0,10.909134817066526,1.0242037467595755,1.0120295187194766,8.959611927382417,12.700722806323329,0.0275,0.30000120746932946,0.02783081176478561,0.24638932800301647,0.3492698771738915,120.0,0.5,50.0,0,100,0.0,0.0,0.0
60,2,1000.0,20.0,10.38517978328527,0.9184678630426353,0.9583672902612209,8.506386195659221,12.648373546011259,0.03,0.3115553934985581,0.028751018707836626,0.25519158586977664,0.37945120638033775,120.0,0.5,50.0,0,100,0.0,0.0,0.0
